apex,kind,evidence,server_count,foreign_hosted
abbyseo.com,organization,endpoint_on_apex|verified_namespace,1,0
abdominal.in,organization,endpoint_on_apex,1,1
abhijitjavelin.github.io,organization,endpoint_on_apex,1,1
ablakarajanlat.hu,organization,endpoint_on_apex|verified_namespace,1,0
ablakunio.com,organization,endpoint_on_apex|verified_namespace,1,0
abm.dev,organization,endpoint_on_apex,1,1
abmeter.ai,organization,endpoint_on_apex|verified_namespace,1,0
abundanceapis.com,organization,endpoint_on_apex|verified_namespace,1,0
abyssfallgame.com,organization,endpoint_on_apex|verified_namespace,1,0
academic-intel-mcp-production.up.railway.app,organization,endpoint_on_apex,1,1
accountingqb.com,organization,endpoint_on_apex|verified_namespace,1,0
accrue.cc,organization,endpoint_on_apex|verified_namespace,1,0
accruedev.com,organization,endpoint_on_apex,1,1
accurecord.io,organization,endpoint_on_apex|verified_namespace,1,0
aceadvising.com,organization,endpoint_on_apex,1,1
acerank.in,organization,verified_namespace,1,0
achillesalpha.onrender.com,organization,endpoint_on_apex,1,1
achriom.com,organization,endpoint_on_apex|verified_namespace,1,0
aclimacao.sampa.br,organization,endpoint_on_apex,1,1
acopio.dev,organization,endpoint_on_apex|verified_namespace,1,0
acornonaut.app,organization,endpoint_on_apex,1,1
acprompt.com,organization,endpoint_on_apex|verified_namespace,1,0
acquislaw.com,organization,endpoint_on_apex|verified_namespace,1,0
actimate.io,organization,verified_namespace,1,0
actimateai.io,organization,endpoint_on_apex,1,1
actiongate.xyz,organization,endpoint_on_apex|verified_namespace,1,0
actionlayer.io,organization,endpoint_on_apex|verified_namespace,1,0
activated-ai.ru,organization,endpoint_on_apex,1,1
activatedai.ru,organization,verified_namespace,1,0
actuallycare.com,organization,endpoint_on_apex|verified_namespace,1,0
actvt.io,organization,verified_namespace,1,0
acuris-geo.com,organization,endpoint_on_apex|verified_namespace,1,0
ad-sniper-mcp.vercel.app,organization,endpoint_on_apex,1,1
ad-spend-auditor-mcp.vercel.app,organization,endpoint_on_apex,1,1
adadvisor.ai,organization,endpoint_on_apex|verified_namespace,1,0
adaptika.io,organization,endpoint_on_apex|verified_namespace,1,0
adbloop.com,organization,endpoint_on_apex|verified_namespace,1,0
adbutler.com,organization,endpoint_on_apex|verified_namespace,1,0
adcrunch.dev,organization,endpoint_on_apex|verified_namespace,1,0
address-validator-x402-production.up.railway.app,organization,endpoint_on_apex,1,1
addresstozip.jp,organization,endpoint_on_apex|verified_namespace,1,0
adeu.ai,organization,verified_namespace,1,0
adextract.co,organization,endpoint_on_apex,1,1
adgentek.ai,organization,endpoint_on_apex,1,1
adkit.so,organization,endpoint_on_apex,1,1
admaxxer.com,organization,endpoint_on_apex|verified_namespace,1,0
admit-coach.com,organization,endpoint_on_apex|verified_namespace,1,0
admitbase.com,organization,endpoint_on_apex|verified_namespace,1,0
adologyai.com,organization,endpoint_on_apex|verified_namespace,1,0
adopte-un-conteneur.fr,organization,endpoint_on_apex,1,1
adramp.ai,organization,endpoint_on_apex|verified_namespace,1,0
adrianczuczka.com,organization,verified_namespace,1,0
adrkit.dev,organization,verified_namespace,1,0
adsagent.org,organization,endpoint_on_apex,1,1
adside.ai,organization,endpoint_on_apex|verified_namespace,1,0
adspirer.com,organization,endpoint_on_apex|verified_namespace,1,0
adtao.io,organization,endpoint_on_apex|verified_namespace,1,0
adufloridainfo.com,organization,endpoint_on_apex,1,1
advalorem.io,organization,endpoint_on_apex|verified_namespace,1,0
advisorfinder.com,organization,verified_namespace,1,0
advocatemcp.com,organization,endpoint_on_apex|verified_namespace,1,0
adweave.ai,organization,endpoint_on_apex|verified_namespace,1,0
adwhispr.com,organization,endpoint_on_apex|verified_namespace,1,0
adwhiz.ai,organization,endpoint_on_apex,1,1
aegis-policy-mcp.vercel.app,organization,endpoint_on_apex,1,1
aegisgov-contracts.vercel.app,organization,endpoint_on_apex,1,1
aeml-x402.zeabur.app,organization,endpoint_on_apex,1,1
aeoess.com,organization,endpoint_on_apex,1,1
aeotool.io,organization,endpoint_on_apex|verified_namespace,1,0
aethereum.dev,organization,endpoint_on_apex,1,1
aetheris-mcp.onrender.com,organization,endpoint_on_apex,1,1
aetherwealth.ai,organization,verified_namespace,1,0
aevia.cloud,organization,endpoint_on_apex|verified_namespace,1,0
aevumsecurity.com.sg,organization,endpoint_on_apex|verified_namespace,1,0
aex402.com,organization,endpoint_on_apex|verified_namespace,1,0
afbudsrejser.dk,organization,endpoint_on_apex|verified_namespace,1,0
afdinstitute.com,organization,endpoint_on_apex|verified_namespace,1,0
affogata.com,organization,endpoint_on_apex|verified_namespace,1,0
afmr.ai,organization,endpoint_on_apex|verified_namespace,1,0
africanmarketos.com,organization,endpoint_on_apex,1,1
afriref.dev,organization,endpoint_on_apex|verified_namespace,1,0
afterlaunch.io,organization,endpoint_on_apex|verified_namespace,1,0
aftership.com,organization,endpoint_on_apex|verified_namespace,1,0
agenda.rio.br,organization,endpoint_on_apex,1,1
agenda.sampa.br,organization,endpoint_on_apex,1,1
agent-api-production-169b.up.railway.app,organization,endpoint_on_apex,1,1
agent-commerce-guard.vercel.app,organization,endpoint_on_apex,1,1
agent-data-platform.onrender.com,organization,endpoint_on_apex,1,1
agent-factory-gateway-production.up.railway.app,organization,endpoint_on_apex,1,1
agent-guild-5d5r.onrender.com,organization,endpoint_on_apex,1,1
agent-handoff-production-573c.up.railway.app,organization,endpoint_on_apex,1,1
agent-hub-henna.vercel.app,organization,endpoint_on_apex,1,1
agent-infra.workers.dev,organization,endpoint_on_apex,1,1
agent-memory-api.vercel.app,organization,endpoint_on_apex,1,1
agent-memory-production-6506.up.railway.app,organization,endpoint_on_apex,1,1
agent-module.dev,organization,endpoint_on_apex|verified_namespace,1,0
agent-phone-mcp.vercel.app,organization,endpoint_on_apex,1,1
agent-pulse-seven.vercel.app,organization,endpoint_on_apex,1,1
agent-ready.dev,organization,endpoint_on_apex,1,1
agent-rescue-desk.netlify.app,organization,endpoint_on_apex|verified_namespace,1,0
agent-rescue.vercel.app,organization,endpoint_on_apex,1,1
agent-router.org,organization,endpoint_on_apex,1,1
agent-services-seven.vercel.app,organization,endpoint_on_apex,1,1
agent-signal-production.up.railway.app,organization,endpoint_on_apex,1,1
agent-svg-registry.vercel.app,organization,endpoint_on_apex|verified_namespace,1,0
agent-teller-production.up.railway.app,organization,endpoint_on_apex,1,1
agent-tools.cloud,organization,endpoint_on_apex,1,1
agent-tune.com,organization,endpoint_on_apex|verified_namespace,1,0
agent-vending-factory-3srpjtr7na-ew.a.run.app,organization,endpoint_on_apex,1,1
agent4.io,organization,endpoint_on_apex|verified_namespace,1,0
agent402.tools,organization,endpoint_on_apex,1,1
agentaegis-mcp-production.up.railway.app,organization,endpoint_on_apex,1,1
agentanalytics.sh,organization,endpoint_on_apex,1,1
agentarena.site,organization,endpoint_on_apex,1,1
agentbase.tools,organization,endpoint_on_apex,1,1
agentbazaar.tech,organization,endpoint_on_apex|verified_namespace,1,0
agentberg.ai,organization,endpoint_on_apex|verified_namespace,1,0
agentblueprint.workers.dev,organization,endpoint_on_apex,1,1
agentbooks.workers.dev,organization,endpoint_on_apex,1,1
agentbrush.dev,organization,verified_namespace,1,0
agentbuilders.app,organization,endpoint_on_apex,1,1
agentcard.sh,organization,endpoint_on_apex|verified_namespace,1,0
agentcat.com,organization,endpoint_on_apex|verified_namespace,1,0
agentcentral.to,organization,endpoint_on_apex|verified_namespace,1,0
agentcommunity.org,organization,endpoint_on_apex|verified_namespace,1,0
agentcouch.dev,organization,endpoint_on_apex|verified_namespace,1,0
agentcrush.xyz,organization,endpoint_on_apex,1,1
agentdata-api.com,organization,endpoint_on_apex,1,1
agentdata-liquidity-exit-cost.onrender.com,organization,endpoint_on_apex,1,1
agentdatum.com,organization,endpoint_on_apex|verified_namespace,1,0
agentdeals-production.up.railway.app,organization,endpoint_on_apex,1,1
agentdeals.dev,organization,endpoint_on_apex,1,1
agentdemand.network,organization,endpoint_on_apex|verified_namespace,1,0
agentdevx-production.up.railway.app,organization,endpoint_on_apex,1,1
agentdilemma.com,organization,endpoint_on_apex,1,1
agentdm.ai,organization,endpoint_on_apex|verified_namespace,1,0
agentdocs.eu,organization,endpoint_on_apex,1,1
agentdomain.cloud,organization,verified_namespace,1,0
agentdomainsearch.com,organization,endpoint_on_apex|verified_namespace,1,0
agentdrive.run,organization,endpoint_on_apex|verified_namespace,1,0
agentdrive.sh,organization,endpoint_on_apex|verified_namespace,1,0
agentegalicia.com,organization,endpoint_on_apex|verified_namespace,1,0
agentery.com,organization,endpoint_on_apex|verified_namespace,1,0
agentfeeds.jp,organization,endpoint_on_apex|verified_namespace,1,0
agentfilings.com,organization,endpoint_on_apex|verified_namespace,1,0
agentflow.watch,organization,endpoint_on_apex,1,1
agentforge-taupe.vercel.app,organization,endpoint_on_apex,1,1
agentfulfyl.com,organization,endpoint_on_apex,1,1
agentfund.net,organization,endpoint_on_apex,1,1
agentgauge.ai,organization,endpoint_on_apex,1,1
agentgrade.com,organization,endpoint_on_apex|verified_namespace,1,0
agentic-ads-production.up.railway.app,organization,endpoint_on_apex,1,1
agentic-ads.onrender.com,organization,endpoint_on_apex,1,1
agentic-ai-production-e711.up.railway.app,organization,endpoint_on_apex,1,1
agentic-firmenbuch.at,organization,endpoint_on_apex,1,1
agentic-mermaid.dev,organization,endpoint_on_apex,1,1
agentic-news.ai,organization,endpoint_on_apex|verified_namespace,1,0
agentic-prompt.com,organization,endpoint_on_apex,1,1
agentic-security-shield-mcp-production.up.railway.app,organization,endpoint_on_apex,1,1
agentic.ai,organization,endpoint_on_apex,1,1
agenticaffiliate.ai,organization,endpoint_on_apex|verified_namespace,1,0
agenticbi.com,organization,endpoint_on_apex,1,1
agenticcontrolplane.com,organization,endpoint_on_apex|verified_namespace,1,0
agenticemail.dev,organization,endpoint_on_apex|verified_namespace,1,0
agenticfabricationnetwork.ai,organization,endpoint_on_apex|verified_namespace,1,0
agenticfeed.ai,organization,endpoint_on_apex,1,1
agenticmemory.ai,organization,endpoint_on_apex,1,1
agenticpaywall.com,organization,endpoint_on_apex|verified_namespace,1,0
agenticrail.nz,organization,endpoint_on_apex|verified_namespace,1,0
agenticsubstrate.org,organization,endpoint_on_apex|verified_namespace,1,0
agenticterminal.ai,organization,endpoint_on_apex|verified_namespace,1,0
agentictotem.com,organization,endpoint_on_apex|verified_namespace,1,0
agentictrade.io,organization,endpoint_on_apex,1,1
agentline.cloud,organization,endpoint_on_apex,1,1
agentlock.net,organization,endpoint_on_apex,1,1
agentlore.vercel.app,organization,endpoint_on_apex,1,1
agentlux.ai,organization,endpoint_on_apex,1,1
agently.dev,organization,endpoint_on_apex|verified_namespace,1,0
agentmail.to,organization,endpoint_on_apex|verified_namespace,1,0
agentmemory.space,organization,endpoint_on_apex|verified_namespace,1,0
agentmetal.dev,organization,verified_namespace,1,0
agentmuseum.org,organization,endpoint_on_apex|verified_namespace,1,0
agentndx-production.up.railway.app,organization,endpoint_on_apex,1,1
agentnet-api.onrender.com,organization,endpoint_on_apex,1,1
agentnx.ai,organization,endpoint_on_apex,1,1
agentorist.com,organization,endpoint_on_apex|verified_namespace,1,0
agentpapers.dev,organization,endpoint_on_apex|verified_namespace,1,0
agentpay.so,organization,endpoint_on_apex,1,1
agentpays.dev,organization,endpoint_on_apex|verified_namespace,1,0
agentphone.ai,organization,endpoint_on_apex,1,1
agentphone.to,organization,endpoint_on_apex,1,1
agentplaybooks.ai,organization,endpoint_on_apex|verified_namespace,1,0
agentpmt.com,organization,endpoint_on_apex|verified_namespace,1,0
agentq.id,organization,endpoint_on_apex,1,1
agentramp.io,organization,endpoint_on_apex,1,1
agentrank.info,organization,endpoint_on_apex|verified_namespace,1,0
agentrapay.ai,organization,endpoint_on_apex|verified_namespace,1,0
agentready.it.com,organization,endpoint_on_apex,1,1
agentready.market,organization,endpoint_on_apex,1,1
agentready.me,organization,endpoint_on_apex,1,1
agentreputation.dev,organization,endpoint_on_apex,1,1
agentrider.vercel.app,organization,endpoint_on_apex,1,1
agentsandswarms.ai,organization,endpoint_on_apex,1,1
agentsbase.net,organization,verified_namespace,1,0
agentsconsultants.com,organization,verified_namespace,1,0
agentsearch-mcp.vercel.app,organization,endpoint_on_apex,1,1
agentsec-mcp.workers.dev,organization,endpoint_on_apex,1,1
agentseo.dev,organization,endpoint_on_apex|verified_namespace,1,0
agentservices.to,organization,endpoint_on_apex|verified_namespace,1,0
agentshare.dev,organization,endpoint_on_apex|verified_namespace,1,0
agentsim.dev,organization,endpoint_on_apex|verified_namespace,1,0
agentskit.io,organization,endpoint_on_apex,1,1
agentsprice.com,organization,endpoint_on_apex|verified_namespace,1,0
agentstamp.org,organization,endpoint_on_apex,1,1
agentswitchboard.dev,organization,endpoint_on_apex,1,1
agenttoll.dev,organization,endpoint_on_apex,1,1
agenttool.dev,organization,endpoint_on_apex|verified_namespace,1,0
agenttrust.ai,organization,verified_namespace,1,0
agentview.de,organization,endpoint_on_apex|verified_namespace,1,0
agentwork.so,organization,endpoint_on_apex,1,1
agenty.im,organization,endpoint_on_apex|verified_namespace,1,0
agentzon.xyz,organization,endpoint_on_apex|verified_namespace,1,0
agialpha.com,organization,endpoint_on_apex|verified_namespace,1,0
agile-sprint-mcp.vercel.app,organization,endpoint_on_apex,1,1
agilitycms.com,organization,endpoint_on_apex|verified_namespace,1,0
agkit.cloud,organization,verified_namespace,1,0
agnic.ai,organization,endpoint_on_apex,1,1
agnigateway.com,organization,endpoint_on_apex,1,1
agoclnqfyinwjxdmjnns.supabase.co,organization,endpoint_on_apex,1,1
agora402.fly.dev,organization,endpoint_on_apex,1,1
agoragentic.com,organization,endpoint_on_apex,1,1
agrus.ai,organization,endpoint_on_apex,1,1
agundur.de,organization,endpoint_on_apex|verified_namespace,1,0
ahel.io,organization,endpoint_on_apex|verified_namespace,1,0
ahmadsl.workers.dev,organization,endpoint_on_apex,1,1
ai-advisors.ai,organization,endpoint_on_apex|verified_namespace,1,0
ai-automation-operating-pack.vercel.app,organization,endpoint_on_apex,1,1
ai-elevation.azurewebsites.net,organization,endpoint_on_apex,1,1
ai-erd.com,organization,endpoint_on_apex|verified_namespace,1,0
ai-fleet-cards-mcp.vercel.app,organization,endpoint_on_apex,1,1
ai-furniture-hub.onrender.com,organization,endpoint_on_apex,1,1
ai-gaoqian.xyz,organization,endpoint_on_apex,1,1
ai-gist.com,organization,endpoint_on_apex|verified_namespace,1,0
ai-humanizer-mcp.vercel.app,organization,endpoint_on_apex,1,1
ai-know.me,organization,endpoint_on_apex|verified_namespace,1,0
ai-law-tracker.com,organization,endpoint_on_apex|verified_namespace,1,0
ai-portal.ai,organization,endpoint_on_apex|verified_namespace,1,0
ai-rete-rag.com,organization,verified_namespace,1,0
ai-rook.com,organization,verified_namespace,1,0
ai-success-story-20f19ed7769b.herokuapp.com,organization,endpoint_on_apex,1,1
ai-summarizer-x402-production.up.railway.app,organization,endpoint_on_apex,1,1
ai-visibility-index.dev,organization,endpoint_on_apex,1,1
ai-visibility-scanner-production.up.railway.app,organization,endpoint_on_apex,1,1
ai-visionary.xyz,organization,endpoint_on_apex,1,1
ai.church,organization,endpoint_on_apex|verified_namespace,1,0
ai.moda,organization,endpoint_on_apex|verified_namespace,1,0
ai.tv,organization,endpoint_on_apex|verified_namespace,1,0
ai2fin.com,organization,endpoint_on_apex|verified_namespace,1,0
aiaam.xyz,organization,endpoint_on_apex,1,1
aiactradar.com,organization,endpoint_on_apex|verified_namespace,1,0
aiagentsbay.com,organization,endpoint_on_apex,1,1
aiakiv.com,organization,endpoint_on_apex|verified_namespace,1,0
aiapplyd.com,organization,endpoint_on_apex,1,1
aibooma.com,organization,endpoint_on_apex|verified_namespace,1,0
aibvf.com,organization,endpoint_on_apex,1,1
aic0rt3x.dev,organization,endpoint_on_apex|verified_namespace,1,0
aicandidatehub.com,organization,verified_namespace,1,0
aicatalog.com.ua,organization,endpoint_on_apex,1,1
aicomglobal.com,organization,endpoint_on_apex,1,1
aicomglobal.onrender.com,organization,endpoint_on_apex,1,1
aicommander.dev,organization,endpoint_on_apex|verified_namespace,1,0
aiconduit.app,organization,endpoint_on_apex|verified_namespace,1,0
aidc-ai.io,organization,endpoint_on_apex|verified_namespace,1,0
aidelly.ai,organization,endpoint_on_apex,1,1
aidemos.com,organization,endpoint_on_apex|verified_namespace,1,0
aidesignblueprint.com,organization,endpoint_on_apex|verified_namespace,1,0
