apex,assessed,score,band,unassessed_reason,D1,D2,D3,D4,D5,D6,Q1,F1,F2,candidates_responded,protocol_era,requests,methodology_version,candidates_version
agentcommunity.org,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,ai-catalog|mcp-json|mcp-bare|mcp-server-card-json,modern,19,0.2.0-draft,2026-08-04
agentcouch.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
agentcrush.xyz,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,pass,mcp-json,,14,0.2.0-draft,2026-08-04
agentdata-api.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json,,14,0.2.0-draft,2026-08-04
agentdata-liquidity-exit-cost.onrender.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,28,0.2.0-draft,2026-08-04
agentdatum.com,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,ai-catalog|mcp-json,legacy,19,0.2.0-draft,2026-08-04
agentdeals-production.up.railway.app,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-json|mcp-bare|mcp-server-card-json,,27,0.2.0-draft,2026-08-04
agentdeals.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json|mcp-bare|mcp-server-card-json,,14,0.2.0-draft,2026-08-04
agentdemand.network,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
agentdevx-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agentdilemma.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
agentdm.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
agentdocs.eu,1,85,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,pass,,modern,17,0.2.0-draft,2026-08-04
agentdomain.cloud,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,43,0.2.0-draft,2026-08-04
agentdomainsearch.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,29,0.2.0-draft,2026-08-04
agentdrive.run,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,30,0.2.0-draft,2026-08-04
agentdrive.sh,1,90,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,fail,pass,,legacy,27,0.2.0-draft,2026-08-04
agentegalicia.com,1,80,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,fail,mcp-server-card-json,legacy,19,0.2.0-draft,2026-08-04
agentery.com,1,35,Discoverable,,pass,fail,fail,fail,fail,skip,skip,fail,fail,mcp-json|mcp-server-card-json,,14,0.2.0-draft,2026-08-04
agentexchange.work,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
agentfeeds.jp,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,5,0.2.0-draft,2026-08-04
agentfilings.com,1,0,Absent,,skip,fail,fail,skip,skip,skip,skip,skip,fail,,,4,0.2.0-draft,2026-08-04
agentflow.watch,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
agentforge-taupe.vercel.app,1,20,Text-only,,fail,fail,pass,fail,fail,skip,skip,fail,fail,,,35,0.2.0-draft,2026-08-04
agentfulfyl.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,19,0.2.0-draft,2026-08-04
agentfund.net,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
agentgauge.ai,1,85,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,pass,mcp-json|mcp-server-card-json,legacy,37,0.2.0-draft,2026-08-04
agentgrade.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,13,0.2.0-draft,2026-08-04
agentic-ads-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agentic-ads.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,51,0.2.0-draft,2026-08-04
agentic-ai-production-e711.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agentic-firmenbuch.at,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,41,0.2.0-draft,2026-08-04
agentic-mermaid.dev,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,fail,ai-catalog|mcp-json,modern,18,0.2.0-draft,2026-08-04
agentic-news.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
agentic-prompt.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
agentic-security-shield-mcp-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agentic.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
agenticaffiliate.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
agenticbi.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agenticcontrolplane.com,1,100,Agent-ready,,fail,fail,pass,pass,pass,pass,pass,pass,pass,,legacy,23,0.2.0-draft,2026-08-04
agenticemail.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,17,0.2.0-draft,2026-08-04
agenticfabricationnetwork.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
agenticfeed.ai,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,19,0.2.0-draft,2026-08-04
agenticmemory.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
agenticpaywall.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
agenticrail.nz,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,15,0.2.0-draft,2026-08-04
agenticshelf.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
agenticsubstrate.org,1,85,Connectable,,pass,fail,pass,fail,pass,pass,fail,pass,pass,ai-catalog|mcp-json,legacy,19,0.2.0-draft,2026-08-04
agenticterminal.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
agentictotem.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-json|mcp-bare,,18,0.2.0-draft,2026-08-04
agentictrade.io,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,pass,mcp-json,,16,0.2.0-draft,2026-08-04
agentline.cloud,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
agentlock.net,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
agentlookups.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,27,0.2.0-draft,2026-08-04
agentlore.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agentlux.ai,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-server-card-json,,13,0.2.0-draft,2026-08-04
agently.dev,1,85,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,pass,,modern,21,0.2.0-draft,2026-08-04
agentmail.to,1,85,Connectable,,pass,fail,pass,pass,pass,fail,skip,pass,pass,mcp-server-card-json,modern,34,0.2.0-draft,2026-08-04
agentmemory.space,1,80,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,fail,mcp-server-card-json,modern,24,0.2.0-draft,2026-08-04
agentmetal.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,15,0.2.0-draft,2026-08-04
agentmuseum.org,1,85,Connectable,,pass,fail,pass,fail,pass,pass,fail,pass,pass,mcp-json,legacy,19,0.2.0-draft,2026-08-04
agentndx-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agentnet-api.onrender.com,1,35,Discoverable,,pass,fail,fail,pass,skip,skip,skip,fail,fail,mcp-json,,27,0.2.0-draft,2026-08-04
agentnx.ai,1,40,Discoverable,,pass,fail,fail,fail,fail,skip,skip,fail,pass,mcp-json,,20,0.2.0-draft,2026-08-04
agentopskit.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agentorist.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-json,,15,0.2.0-draft,2026-08-04
agentpapers.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
agentpay.so,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,15,0.2.0-draft,2026-08-04
agentpays.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
agentphone.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,18,0.2.0-draft,2026-08-04
agentphone.to,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
agentplaybooks.ai,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
agentpmt.com,1,80,Connectable,,pass,fail,fail,pass,pass,fail,skip,pass,fail,mcp-json|mcp-bare|mcp-server-card-json,modern,38,0.2.0-draft,2026-08-04
agentq.id,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
agentramp.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,18,0.2.0-draft,2026-08-04
agentrank.info,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
agentrapay.ai,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,21,0.2.0-draft,2026-08-04
agentready.it.com,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,pass,mcp-json,,27,0.2.0-draft,2026-08-04
agentready.market,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,pass,ai-catalog|mcp-server-card-json,,25,0.2.0-draft,2026-08-04
agentready.me,1,45,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,fail,mcp-json,,27,0.2.0-draft,2026-08-04
agentreputation.dev,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,19,0.2.0-draft,2026-08-04
agentrider.vercel.app,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,32,0.2.0-draft,2026-08-04
agentry.com,1,80,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,fail,mcp-json,legacy,21,0.2.0-draft,2026-08-04
agentsandswarms.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,28,0.2.0-draft,2026-08-04
agentsbase.net,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,ai-catalog|mcp-server-serra|mcp-json|mcp-bare|mcp-server-card-json,,13,0.2.0-draft,2026-08-04
agentsconsultants.com,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,4,0.2.0-draft,2026-08-04
agentsearch-mcp.vercel.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,32,0.2.0-draft,2026-08-04
agentsec-mcp.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
agentseo.dev,1,85,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,pass,mcp-json|mcp-server-card-json,modern,29,0.2.0-draft,2026-08-04
agentservices.to,1,100,Agent-ready,,pass,pass,pass,fail,pass,pass,pass,pass,pass,ai-catalog|mcp-json|mcp-bare|mcp-server-card-json,modern,19,0.2.0-draft,2026-08-04
agentshare.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
agentsim.dev,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-server-card-json,,17,0.2.0-draft,2026-08-04
agentskit.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,26,0.2.0-draft,2026-08-04
agentsprice.com,1,80,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,fail,mcp-server-serra|mcp-json|mcp-bare|mcp-server-card-json,legacy,18,0.2.0-draft,2026-08-04
agentstamp.org,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,14,0.2.0-draft,2026-08-04
agentswitchboard.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,13,0.2.0-draft,2026-08-04
agenttoll.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json,,13,0.2.0-draft,2026-08-04
agenttool.dev,1,45,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,fail,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
agenttrust.ai,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,modern,18,0.2.0-draft,2026-08-04
agentutil.net,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
agentutility.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,18,0.2.0-draft,2026-08-04
agentview.de,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
agentwork.so,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
agenty.im,1,80,Connectable,,pass,fail,pass,fail,pass,pass,fail,pass,fail,mcp-json,legacy,19,0.2.0-draft,2026-08-04
agentzon.xyz,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,19,0.2.0-draft,2026-08-04
agialpha.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,19,0.2.0-draft,2026-08-04
agile-sprint-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agilitycms.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
agishub.com,1,85,Connectable,,fail,fail,pass,fail,pass,pass,pass,fail,fail,,legacy,21,0.2.0-draft,2026-08-04
agkit.cloud,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,24,0.2.0-draft,2026-08-04
agnic.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,30,0.2.0-draft,2026-08-04
agnigateway.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,16,0.2.0-draft,2026-08-04
agoclnqfyinwjxdmjnns.supabase.co,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
agora402.fly.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
agoragentic.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,15,0.2.0-draft,2026-08-04
agrus.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
agundur.de,1,95,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,fail,mcp-json,legacy,34,0.2.0-draft,2026-08-04
ahel.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
ahmadsl.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
ai-advisors.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,25,0.2.0-draft,2026-08-04
ai-akari.ai,1,85,Connectable,,pass,fail,fail,fail,pass,pass,fail,pass,pass,mcp-json|mcp-server-card-json,legacy,18,0.2.0-draft,2026-08-04
ai-automation-operating-pack.vercel.app,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,32,0.2.0-draft,2026-08-04
ai-elevation.azurewebsites.net,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
ai-erd.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
ai-fleet-cards-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
ai-furniture-hub.onrender.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-serra|mcp-json|mcp-server-card-json,,27,0.2.0-draft,2026-08-04
ai-gaoqian.xyz,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
ai-gist.com,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
ai-humanizer-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
ai-know.me,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,modern,31,0.2.0-draft,2026-08-04
ai-law-tracker.com,1,80,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,fail,server-card-endpoint-relative|mcp-server-card-json,legacy,19,0.2.0-draft,2026-08-04
ai-portal.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,25,0.2.0-draft,2026-08-04
ai-rete-rag.com,1,35,Discoverable,,pass,fail,fail,fail,fail,skip,skip,fail,fail,mcp-server-card-json,,22,0.2.0-draft,2026-08-04
ai-rook.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
ai-success-story-20f19ed7769b.herokuapp.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,38,0.2.0-draft,2026-08-04
ai-summarizer-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
ai-visibility-index.dev,1,85,Connectable,,pass,fail,fail,fail,pass,pass,pass,fail,fail,mcp-json,legacy,38,0.2.0-draft,2026-08-04
ai-visibility-scanner-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
ai-visionary.xyz,1,80,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,fail,mcp-json,legacy,17,0.2.0-draft,2026-08-04
ai.church,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
ai.moda,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
ai.tv,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
ai2fin.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
aiaam.xyz,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
aiactradar.com,1,30,Text-only,,fail,fail,pass,fail,fail,skip,skip,pass,fail,,,21,0.2.0-draft,2026-08-04
aiagentsbay.com,1,35,Discoverable,,pass,fail,fail,pass,skip,skip,skip,fail,fail,mcp-json,,14,0.2.0-draft,2026-08-04
aiakiv.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,28,0.2.0-draft,2026-08-04
aiapplyd.com,1,100,Agent-ready,,fail,fail,pass,pass,pass,pass,pass,pass,pass,,legacy,22,0.2.0-draft,2026-08-04
aibooma.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
aibvf.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,29,0.2.0-draft,2026-08-04
aic0rt3x.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,36,0.2.0-draft,2026-08-04
aicandidatehub.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
aicatalog.com.ua,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-server-card-json,,21,0.2.0-draft,2026-08-04
aicomglobal.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,19,0.2.0-draft,2026-08-04
aicomglobal.onrender.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,32,0.2.0-draft,2026-08-04
aicommander.dev,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
aiconduit.app,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
aidatanorge.no,1,75,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,pass,,legacy,22,0.2.0-draft,2026-08-04
aidc-ai.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,20,0.2.0-draft,2026-08-04
aidelly.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,28,0.2.0-draft,2026-08-04
aidemos.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,21,0.2.0-draft,2026-08-04
aidesignblueprint.com,1,85,Connectable,,pass,fail,fail,pass,pass,fail,skip,pass,pass,mcp-bare|mcp-server-card-json,legacy,18,0.2.0-draft,2026-08-04
aidevboard.com,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-json,legacy,19,0.2.0-draft,2026-08-04
aidoos.com,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,pass,mcp-server-card-json,legacy,26,0.2.0-draft,2026-08-04
aiegis.ie,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,pass,mcp-json,,17,0.2.0-draft,2026-08-04
aient.ai,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
aiframework.com.au,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-bare|mcp-server-card-json,,14,0.2.0-draft,2026-08-04
aigramx.com,1,50,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,pass,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
aihomedesign.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
aiinfradecoded.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,15,0.2.0-draft,2026-08-04
aiinterviewagents.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
aikstockdata.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,22,0.2.0-draft,2026-08-04
ailabra.org,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
aim-journal.com,1,10,Text-only,,skip,fail,fail,skip,skip,skip,skip,pass,fail,,,7,0.2.0-draft,2026-08-04
aimnis.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
aindex-ai.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
aineedhelpfromotherai.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,13,0.2.0-draft,2026-08-04
ainetcafe.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json,,16,0.2.0-draft,2026-08-04
ainote.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
ainpcengine.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
ainumbers.co,1,85,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,pass,mcp-json|mcp-server-card-json,modern,23,0.2.0-draft,2026-08-04
aioniq.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,18,0.2.0-draft,2026-08-04
aioproductos.com,1,50,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,pass,mcp-json,,19,0.2.0-draft,2026-08-04
aipaygen.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
aipaygent.xyz,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
aipocketagent.com,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,fail,,legacy,19,0.2.0-draft,2026-08-04
aiponge.app,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
aiponge.com,1,75,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,pass,,modern,21,0.2.0-draft,2026-08-04
aipricinghub.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
aiproductscout.shop,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-bare,,15,0.2.0-draft,2026-08-04
aiqaramba.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
aiqbee.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
airblockfz.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
airbyte.ai,1,70,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,fail,,modern,22,0.2.0-draft,2026-08-04
airdrop-checker-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
