apex,assessed,score,band,unassessed_reason,D1,D2,D3,D4,D5,D6,D7,C1,Q1,F1,F2,candidates_responded,protocol_era,requests,methodology_version,candidates_version
hiresignal-mcp-production-d4d9.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hirey.ai,1,85,Connectable,,pass,fail,fail,pass,pass,fail,fail,skip,skip,pass,pass,mcp-server-card-json,modern,21,0.4.0,2026-08-07
hirosecure.com,1,85,Connectable,,pass,fail,fail,pass,pass,fail,fail,skip,skip,pass,pass,mcp-server-card-json,modern,22,0.4.0,2026-08-07
historicalsoundscapes.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,29,0.4.0,2026-08-07
historis-api-production.up.railway.app,1,35,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,mcp-bare|mcp-server-card-json,,28,0.4.0,2026-08-07
historis.app,1,85,Connectable,,pass,fail,fail,pass,pass,fail,fail,skip,skip,pass,pass,mcp-bare|mcp-server-card-json,modern,20,0.4.0,2026-08-07
hitsteps.com,1,70,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,fail,fail,,legacy,31,0.4.0,2026-08-07
hittheroad.rentals,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
hive-execute.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-abtest.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-agent-kyc.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-agent-quota.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-agent-storage.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-aml-screen.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-attest.onrender.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-auction.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-audit-readiness.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-backup.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-barter.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-capital.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-cdn.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-compute-grid.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-compute.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-connector.onrender.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,ai-catalog|mcp-server-serra|mcp-json|mcp-bare|mcp-server-card-json,,28,0.4.0,2026-08-07
hive-mcp-credit.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-depin.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-escrow.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-evaluator.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-exchange.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-flag.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-identity.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-insurance.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-log.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-mining.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-morph.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-mos.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-oracle.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-secrets.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-sla-monitor.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-swap.onrender.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-tax-observer.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hive-mcp-trade.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-vault.onrender.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-wallet.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
hive-mcp-zk-attestation.onrender.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
hiveagentiq.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
hivebank.onrender.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,ai-catalog|mcp-server-serra|mcp-json|mcp-bare|mcp-server-card-json,,28,0.4.0,2026-08-07
hiveclaw.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,24,0.4.0,2026-08-07
hiveclear.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hiveconsciousness.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hiveconsult.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hiveecho.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hiveforge-lhu4.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hivegate.onrender.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,28,0.4.0,2026-08-07
hiveintelligence.xyz,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,27,0.4.0,2026-08-07
hivelaw.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hivelearn.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
hivemind-1-52cw.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hivepulse-y7li.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hiveround.com,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,pass,skip,skip,pass,pass,mcp-server-card-json,,14,0.4.0,2026-08-07
hivetrust.onrender.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,ai-catalog|mcp-server-serra|mcp-json|mcp-bare|mcp-server-card-json,,28,0.4.0,2026-08-07
hivewiki.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
hjarni.com,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
hl-funding-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hl-funding-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hl-portfolio-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hl-portfolio-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hl-spot-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hl-spot-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hl-vaults-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hlido.eu,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,fail,pass,pass,pass,mcp-json|mcp-server-card-json,legacy,19,0.4.0,2026-08-07
hns-chatgpt-app.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hoangha.shop,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,18,0.4.0,2026-08-07
hoaster.app,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,,,14,0.4.0,2026-08-07
hodlxxi.com,1,70,Connectable,,pass,fail,fail,pass,pass,fail,fail,pass,skip,fail,fail,mcp-json|mcp-server-card-json,legacy,19,0.4.0,2026-08-07
hogarmas.net,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,15,0.4.0,2026-08-07
hojincheck.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
hokai.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
hokmah.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
holdingsintel.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,45,0.4.0,2026-08-07
holiday-forever-2.vercel.app,1,70,Connectable,,pass,fail,fail,fail,pass,fail,fail,fail,skip,fail,fail,mcp-json,legacy,32,0.4.0,2026-08-07
holiday-photo-plus-2.vercel.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,fail,,legacy,33,0.4.0,2026-08-07
holiday-photo-plus.vercel.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,fail,,legacy,33,0.4.0,2026-08-07
holidayforever.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
holidayforeverphoto.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
holydb.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,40,0.4.0,2026-08-07
homecastr.com,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,fail,pass,pass,pass,mcp-json|mcp-server-card-json,legacy,22,0.4.0,2026-08-07
homechecker.com.au,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,14,0.4.0,2026-08-07
homeclip.us,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,14,0.4.0,2026-08-07
homepage-flax-two.vercel.app,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,fail,,legacy,33,0.4.0,2026-08-07
homespun.dev,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,14,0.4.0,2026-08-07
hometownwire.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
homevisto.com,1,85,Connectable,,fail,fail,pass,fail,pass,pass,fail,skip,pass,fail,fail,,legacy,23,0.4.0,2026-08-07
honestdog.de,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
honeycomb.io,1,80,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,,modern,37,0.4.0,2026-08-07
honeylabs.net,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
hood.ag,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,32,0.4.0,2026-08-07
hoodex.app,1,80,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,,modern,18,0.4.0,2026-08-07
hoodly.ai,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hoodly.io,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,16,0.4.0,2026-08-07
hooka.to,1,85,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,pass,,modern,24,0.4.0,2026-08-07
hooklayer.dev,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
hopgraph.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
horizonmedia.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,29,0.4.0,2026-08-07
hormonaly.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
horustek.pro,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,16,0.4.0,2026-08-07
hosco.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,28,0.4.0,2026-08-07
hoshin.app,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,14,0.4.0,2026-08-07
hosted-server-1039762986179.us-central1.run.app,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-server-card-json,,28,0.4.0,2026-08-07
hostingbrain.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
hostprofit-mcp-production.up.railway.app,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,41,0.4.0,2026-08-07
hostprofit.ai,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
hostsmith.net,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
housenstars.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
housingsentinel.cn,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,modern,36,0.4.0,2026-08-07
hove.capital,1,45,Discoverable,,fail,pass,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
howtoreadthefuture.com,1,85,Connectable,,pass,fail,pass,fail,pass,fail,fail,pass,skip,pass,pass,mcp-server-card-json,legacy,21,0.4.0,2026-08-07
hpcontrol.pl,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
hpsilab.com,1,80,Connectable,,pass,fail,fail,pass,pass,fail,fail,pass,skip,pass,fail,mcp-json,legacy,19,0.4.0,2026-08-07
hpt.su,1,40,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,pass,,,18,0.4.0,2026-08-07
hs-code-classifier-mcp-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hs-code-classifier-mcp-server-production.up.railway.app,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-server-card-json,,28,0.4.0,2026-08-07
hshintelligence.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,30,0.4.0,2026-08-07
htagai.com,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,4,0.4.0,2026-08-07
html-to-markdown-production-3fc7.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
html-to-markdown-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
html2img.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
htmlbook.io,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
htmldrop.app,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
htmldrop.link,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,fail,mcp-server-card-json,legacy,23,0.4.0,2026-08-07
htmlpub.com,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
htmlvault.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,14,0.4.0,2026-08-07
htmlweb.ru,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
htsapp.tech,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,18,0.4.0,2026-08-07
httiyebjgxxwtgggkpgw.supabase.co,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
http-headers-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
http-headers-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
httpstatus.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,17,0.4.0,2026-08-07
huangting.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
hub-equity.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,16,0.4.0,2026-08-07
huettentouren.org,1,85,Connectable,,pass,fail,fail,fail,pass,fail,fail,fail,skip,pass,pass,mcp-json,legacy,21,0.4.0,2026-08-07
hugendubel.info,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,25,0.4.0,2026-08-07
huggingbay.xyz,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,pass,ai-catalog|mcp-json|mcp-server-card-json,,18,0.4.0,2026-08-07
huggingface.co,1,85,Connectable,,pass,fail,pass,pass,pass,pass,fail,skip,pass,fail,fail,ai-catalog,modern,19,0.4.0,2026-08-07
huint.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
human.tech,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
humandesignhub.app,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
humanforai.dev,1,80,Connectable,,pass,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,mcp-json,legacy,20,0.4.0,2026-08-07
humanform.app,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
humanhours.dev,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
humanified.dk,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
humanjesse.github.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
humanlayer.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,29,0.4.0,2026-08-07
humanlineage.org,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
humanmcp.net,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
humanpages.ai,1,85,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,pass,,legacy,22,0.4.0,2026-08-07
humantaste.app,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json,,17,0.4.0,2026-08-07
humaux.com,1,40,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,pass,,,16,0.4.0,2026-08-07
hummatch.me,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
hunchful.io,1,80,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,,legacy,20,0.4.0,2026-08-07
hunter-seeker.net,1,80,Connectable,,pass,fail,fail,pass,pass,fail,fail,skip,skip,pass,fail,mcp-json,modern,18,0.4.0,2026-08-07
huntertech.io,1,70,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,fail,fail,,legacy,39,0.4.0,2026-08-07
hunterzai.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,6,0.4.0,2026-08-07
hushvert.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
hvilkenai.no,1,100,Agent-ready,,fail,fail,pass,pass,pass,pass,fail,skip,pass,pass,pass,,legacy,24,0.4.0,2026-08-07
hvtracker.net,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,15,0.4.0,2026-08-07
hydrata.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,pass,,legacy,23,0.4.0,2026-08-07
hypathesis.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
hypeline.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
hyperai.com.vn,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,22,0.4.0,2026-08-07
hypergpt.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,28,0.4.0,2026-08-07
hyperliquid-data-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hyperliquid-whales-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
hypernatt.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,18,0.4.0,2026-08-07
hyperping.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
hyperping.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,24,0.4.0,2026-08-07
hypertext.live,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,fail,mcp-json,legacy,20,0.4.0,2026-08-07
hypotheques-en-ligne.fr,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,27,0.4.0,2026-08-07
hzinsights.com,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,4,0.4.0,2026-08-07
i-gaming.tools,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
i18nagent.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,19,0.4.0,2026-08-07
i3deploy.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
ia-asso.fr,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,14,0.4.0,2026-08-07
ia-qa.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,29,0.4.0,2026-08-07
iban-test.eu,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,,,42,0.4.0,2026-08-07
ibanchecker.cash,1,35,Discoverable,,fail,fail,pass,fail,fail,skip,fail,skip,skip,pass,pass,,,21,0.4.0,2026-08-07
ibanforge.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,18,0.4.0,2026-08-07
