apex,assessed,score,band,unassessed_reason,D1,D2,D3,D4,D5,D6,D7,C1,Q1,F1,F2,candidates_responded,protocol_era,requests,methodology_version,candidates_version
busymate.dev,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,18,0.4.0,2026-08-07
butlerbrain.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
butterbase.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
buy-my-agent.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json,,27,0.4.0,2026-08-07
buyapi.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,14,0.4.0,2026-08-07
buyersense.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
buylater.com,1,35,Discoverable,,pass,fail,fail,pass,fail,skip,fail,skip,skip,fail,fail,mcp-json,,15,0.4.0,2026-08-07
buyukesim.com,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,fail,pass,pass,pass,mcp-server-card-json,legacy,20,0.4.0,2026-08-07
buywhere.ai,1,50,Discoverable,,pass,pass,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,18,0.4.0,2026-08-07
byimprint.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,19,0.4.0,2026-08-07
bykaranteli.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,pass,,legacy,21,0.4.0,2026-08-07
byteask.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,20,0.4.0,2026-08-07
byteray.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
byway.world,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,30,0.4.0,2026-08-07
bzigo.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,22,0.4.0,2026-08-07
cabal-hunter.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,16,0.4.0,2026-08-07
cabalspy.xyz,1,40,Discoverable,,fail,pass,pass,fail,fail,skip,fail,skip,skip,fail,pass,,,22,0.4.0,2026-08-07
cabrini.ai,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,fail,mcp-json|mcp-bare|mcp-server-card-json,legacy,20,0.4.0,2026-08-07
cachebash-mcp-922749444863.us-central1.run.app,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
cajusticewatch.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,skip,pass,,,10,0.4.0,2026-08-07
calc.engineer,1,95,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,pass,pass,pass,fail,mcp-json,legacy,21,0.4.0,2026-08-07
calcfleet.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,legacy,20,0.4.0,2026-08-07
calendarbridge.vercel.app,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
calendarmcp.ai,1,40,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,mcp-server-card-json,,14,0.4.0,2026-08-07
calfeed.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
caliper.fit,1,40,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,mcp-json|mcp-server-card-json,,15,0.4.0,2026-08-07
call-for-me.fly.dev,1,70,Connectable,,pass,fail,fail,fail,pass,fail,fail,fail,skip,fail,fail,mcp-server-card-json,legacy,20,0.4.0,2026-08-07
callendar.co,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,21,0.4.0,2026-08-07
callendar.de,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
callingly.com,1,70,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,fail,fail,,modern,21,0.4.0,2026-08-07
callmcp.ai,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,18,0.4.0,2026-08-07
calmactiva.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,15,0.4.0,2026-08-07
calmboard.ai,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,41,0.4.0,2026-08-07
calmloop.in,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,13,0.4.0,2026-08-07
calmseo.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
calvingwatch.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,pass,,legacy,19,0.4.0,2026-08-07
calvix.io,1,90,Agent-ready,,pass,fail,pass,pass,pass,pass,fail,pass,pass,fail,pass,mcp-server-card-json,legacy,20,0.4.0,2026-08-07
cambercloud.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,23,0.4.0,2026-08-07
cameronwilson.com.au,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
campaignstack.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
campobelo.sampa.br,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,pass,mcp-json,legacy,22,0.4.0,2026-08-07
can-tap-verified.com,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,fail,pass,pass,pass,mcp-json,legacy,24,0.4.0,2026-08-07
canada-payroll.ca,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
canalnav.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,legacy,24,0.4.0,2026-08-07
canaryusers.ai,1,40,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,fail,pass,mcp-bare,,29,0.4.0,2026-08-07
cancun4-mcp.fly.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
cancun4.me,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
candidcost.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
candy-josh-writers-balance.trycloudflare.com,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,3,0.4.0,2026-08-07
canivibe.ai,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,fail,,legacy,33,0.4.0,2026-08-07
cannonstudio.app,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,32,0.4.0,2026-08-07
cannonvoip.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
cantara.no,1,85,Connectable,,fail,fail,pass,fail,pass,pass,fail,skip,pass,fail,fail,,legacy,23,0.4.0,2026-08-07
canuckeats.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,20,0.4.0,2026-08-07
canvora.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,16,0.4.0,2026-08-07
canvs.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
canyougrab.it,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
cap-rate-signals-mcp-production.up.railway.app,1,70,Connectable,,pass,fail,fail,fail,pass,fail,fail,fail,skip,fail,fail,mcp-server-card-json,legacy,32,0.4.0,2026-08-07
capabilitiestxt.org,1,85,Connectable,,pass,fail,pass,fail,pass,fail,fail,pass,skip,pass,pass,mcp-json,legacy,42,0.4.0,2026-08-07
capability.network,1,85,Connectable,,pass,fail,fail,fail,pass,fail,fail,pass,skip,pass,pass,ai-catalog|mcp-bare|mcp-server-card-json,legacy,19,0.4.0,2026-08-07
capabilityhostprotocol.com,1,85,Connectable,,pass,fail,pass,fail,pass,fail,fail,pass,skip,pass,pass,mcp-json|mcp-server-card-json,legacy,39,0.4.0,2026-08-07
capitol.guide,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,skip,pass,pass,fail,mcp-bare,legacy,20,0.4.0,2026-08-07
caplia.ai,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
capmus.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,pass,,legacy,22,0.4.0,2026-08-07
captapi.com,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,fail,pass,pass,pass,mcp-json,legacy,23,0.4.0,2026-08-07
captcha.cc,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
carbon-cashmere.de,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,30,0.4.0,2026-08-07
carbonarc.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,32,0.4.0,2026-08-07
carbone.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
cardmind.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
cardog.app,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,18,0.4.0,2026-08-07
cardog.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
careercraft.ing,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
careerrift.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
careranks.com,1,100,Agent-ready,,pass,pass,pass,fail,pass,pass,fail,pass,pass,pass,pass,mcp-server-serra,modern,19,0.4.0,2026-08-07
carhunt.fr,1,100,Agent-ready,,fail,fail,pass,pass,pass,pass,fail,skip,pass,pass,pass,,legacy,23,0.4.0,2026-08-07
caringcourseforge.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,24,0.4.0,2026-08-07
cars-data.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,24,0.4.0,2026-08-07
carshake.online,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,pass,mcp-json,,19,0.4.0,2026-08-07
carso.exchange,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,54,0.4.0,2026-08-07
carsxe.com,1,85,Connectable,,pass,fail,fail,fail,pass,fail,fail,skip,skip,pass,pass,mcp-server-card-json,modern,24,0.4.0,2026-08-07
carteleracines.es,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,29,0.4.0,2026-08-07
carvox.pt,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
casa-agents.fly.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,3,0.4.0,2026-08-07
casaintelligence.com.au,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,28,0.4.0,2026-08-07
casenode.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,16,0.4.0,2026-08-07
cashbackpro.org,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
cashflow.tech,1,35,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,mcp-json,,23,0.4.0,2026-08-07
cashflowfrog.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,22,0.4.0,2026-08-07
casthost.net,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,37,0.4.0,2026-08-07
castiq.net,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,31,0.4.0,2026-08-07
catalo.ai,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
catalog-engine-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
catalystedgescanner.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
catchaset.live,1,85,Connectable,,pass,fail,pass,fail,pass,pass,fail,pass,pass,fail,fail,mcp-json,legacy,20,0.4.0,2026-08-07
catchdoms.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-server-card-json,,15,0.4.0,2026-08-07
catchintent.com,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,16,0.4.0,2026-08-07
catchmetrics.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,31,0.4.0,2026-08-07
cathedral-ai.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
caudexcatena.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
caulo.ai,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
causaprima.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
cavendo.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
cavetitle.xyz,1,40,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,mcp-json,,15,0.4.0,2026-08-07
cavuno.com,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,mcp-server-card-json,,18,0.4.0,2026-08-07
cc0.company,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
ccapi.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,16,0.4.0,2026-08-07
ccpedia.xyz,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
cdata.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,25,0.4.0,2026-08-07
cdk.bot,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,18,0.4.0,2026-08-07
ceki.me,1,95,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,pass,pass,pass,fail,mcp-json,legacy,26,0.4.0,2026-08-07
celestium-cosmic-compass.fly.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
cellarion.app,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
cello.so,1,70,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,fail,fail,,modern,23,0.4.0,2026-08-07
cenogram.pl,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
centralus-01.azurewebsites.net,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,3,0.4.0,2026-08-07
centric-demo-mcp-808053805730.us-central1.run.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,fail,,legacy,33,0.4.0,2026-08-07
centro.sampa.br,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,pass,mcp-json,legacy,22,0.4.0,2026-08-07
cerberusindex.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
cerebrochain.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
certifier.io,1,45,Discoverable,,pass,fail,fail,fail,fail,skip,pass,skip,skip,pass,fail,ai-catalog,,15,0.4.0,2026-08-07
certman.app,1,80,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,,modern,22,0.4.0,2026-08-07
certscore.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
cesaryague.es,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,16,0.4.0,2026-08-07
cg3.io,1,80,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,,modern,21,0.4.0,2026-08-07
chadanalytics.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
chain.love,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,30,0.4.0,2026-08-07
chainaware.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
chaincontext.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
chainflip-broker.io,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,legacy,20,0.4.0,2026-08-07
chainhelix.io,1,70,Connectable,,fail,fail,pass,fail,pass,pass,fail,skip,fail,fail,fail,,legacy,23,0.4.0,2026-08-07
chainsscope.duckdns.org,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,29,0.4.0,2026-08-07
chaiz.com,1,70,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,fail,,legacy,24,0.4.0,2026-08-07
chalet-montagne.com,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,34,0.4.0,2026-08-07
chamade.io,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-server-card-json,,15,0.4.0,2026-08-07
changebook.app,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
changegamer.ai,1,80,Connectable,,pass,fail,pass,fail,pass,fail,fail,pass,skip,pass,fail,mcp-json,legacy,20,0.4.0,2026-08-07
changethisfile.com,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,pass,pass,mcp-server-card-json,legacy,19,0.4.0,2026-08-07
chaot-kit.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
chapsoft.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,15,0.4.0,2026-08-07
charliemorrison.dev,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
charm.ing,1,50,Discoverable,,pass,fail,fail,pass,fail,skip,pass,skip,skip,pass,pass,ai-catalog|mcp-server-card-json,,16,0.4.0,2026-08-07
chartercaptain.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,pass,,legacy,22,0.4.0,2026-08-07
chartforgeai.com,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
chartpane.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,17,0.4.0,2026-08-07
chathome.lu,1,85,Connectable,,pass,fail,pass,pass,pass,fail,fail,skip,skip,pass,pass,mcp-json|mcp-bare,modern,22,0.4.0,2026-08-07
chatthing.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
chatwithcharm.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
cheapestinference.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,pass,,legacy,22,0.4.0,2026-08-07
checklist.day,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,23,0.4.0,2026-08-07
checklyra.com,1,80,Connectable,,pass,fail,pass,pass,pass,fail,fail,pass,skip,pass,fail,mcp-json,legacy,22,0.4.0,2026-08-07
checkmails.eu,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
checkmyvin.net,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
checkrecall.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
chemandphysicsmastery.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,6,0.4.0,2026-08-07
cherokeeai.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
chesswithclaw.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,27,0.4.0,2026-08-07
chia.health,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
chicoxyzzy.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,6,0.4.0,2026-08-07
chieflab.io,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,16,0.4.0,2026-08-07
chikoh.com,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
childadhd.ai,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,pass,pass,pass,pass,mcp-json|mcp-bare|mcp-server-card-json,modern,18,0.4.0,2026-08-07
childanxiety.ai,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,pass,pass,pass,pass,mcp-json|mcp-bare|mcp-server-card-json,modern,18,0.4.0,2026-08-07
childpsychiatry.ai,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,pass,pass,pass,pass,mcp-json|mcp-bare|mcp-server-card-json,modern,18,0.4.0,2026-08-07
chilipiper.com,1,5,Text-only,,skip,fail,fail,skip,skip,skip,skip,skip,skip,skip,pass,,,7,0.4.0,2026-08-07
china-phone-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
chinamarketing.ai,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,fail,,legacy,31,0.4.0,2026-08-07
chirpwireless.io,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,20,0.4.0,2026-08-07
choosehelp.com,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,fail,mcp-json,modern,30,0.4.0,2026-08-07
choosemylo.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,14,0.4.0,2026-08-07
choov.de,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,pass,pass,pass,pass,mcp-json,legacy,42,0.4.0,2026-08-07
chorilo.com,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,21,0.4.0,2026-08-07
chromeflow.run,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
chronary.ai,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json|mcp-bare|mcp-server-card-json,,16,0.4.0,2026-08-07
chrysai.com,1,10,Text-only,,skip,fail,fail,skip,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
churnlens.site,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,16,0.4.0,2026-08-07
ci-sentinel.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
cigarfinder.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,21,0.4.0,2026-08-07
cinderfi.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,24,0.4.0,2026-08-07
cinevva.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,22,0.4.0,2026-08-07
cintrasupply.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,legacy,20,0.4.0,2026-08-07
cipher-x402-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
cipherhub.cloud,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,27,0.4.0,2026-08-07
circleci.com,1,85,Connectable,,pass,fail,fail,pass,pass,fail,fail,skip,skip,pass,pass,mcp-bare|mcp-server-card-json,modern,22,0.4.0,2026-08-07
circlfi.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
circulara.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,32,0.4.0,2026-08-07
cirra.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
cisco.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,34,0.4.0,2026-08-07
cissp.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,6,0.4.0,2026-08-07
citadeldb.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
citationsafe.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,14,0.4.0,2026-08-07
cite42.dev,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,23,0.4.0,2026-08-07
citedy.com,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,29,0.4.0,2026-08-07
